"","GSM1230902","GSM1230903","GSM1230905","GSM1230906","GSM1230907","GSM1230908","GSM1230909","GSM1230910","GSM1230911","GSM1230912","GSM1230913","GSM1230914","GSM1230915","GSM1230916","GSM1230917","GSM1230918","GSM1230919","GSM1230920","GSM1230921","GSM1230922","GSM1230923","GSM1230924","GSM1230925","GSM1230926","GSM1230927","GSM1230928","GSM1230929","GSM1230930","GSM1230931","GSM1230932","GSM1230933","GSM1230934","GSM1230935","GSM1230936","GSM1230937","GSM1230938","GSM1230939","GSM1230940","GSM1230941","GSM1230942","GSM1230943","GSM1230944","GSM1230945","GSM484368","GSM484369","GSM484370","GSM484371","GSM484372","GSM484373","GSM484374","GSM484375","GSM484376","GSM484377","GSM484378","GSM484379","GSM484380","GSM484381","GSM484382","GSM484383","GSM484384","GSM484385","GSM484386","GSM484387","GSM484388","GSM484389","GSM484390","GSM484391","GSM484392","GSM484393","GSM484394","GSM484395","GSM484396","GSM484397","GSM484398","GSM484399","GSM484400"
"ILMN_1795183",345.241,263.7765,357.582,314.891,269.024,297.224,262.907,293.161,289.029,481.328,423.197,283.869,498.174,290.156,277.467,274.26,315.978,240.178,264.719,289.996,309.664,243.898,280.651,263.12,261.763,296.084,265.856,308.197,344.471,268.171,312.713,271.786,486.413,363.754,259.243,291.999,358.963,278.251,274.236,419.952,301.61,287.362,380.784,6.332122,12.01572,2.63155,7.382854,5.477006,3.447194,4.167934,3.03626,1.332224,-1.624339,11.11206,4.698631,6.192817,8.609616,-0.9863244,2.353018,6.599442,8.231553,0.4364681,9.890545,5.880546,2.13908,1.445217,4.014118,4.133678,4.694784,5.339863,14.71711,-1.207423,3.253809,5.366552,3.520998,1.342065
"ILMN_1796962",1131.81,1270.655,1839.61,1676.5,722.4,1263.96,597.996,1478.38,2291.42,1561.13,1276.32,1779.02,783.543,954.104,1206.23,1551.34,1611,1356.4,877.754,731.939,1417.7,2050.11,2163.28,1444,1280.85,883.398,1538.29,1570.69,2058.9,1280.22,2421.23,1040.45,1356.59,902.891,969.199,1786.81,945.521,984.004,1353.54,1612.36,935.179,1351.77,1120.99,353.3898,277.3661,554.7891,329.7915,857.7366,519.7436,258.9556,333.6142,444.111,541.4263,281.4806,616.7429,353.5012,357.9466,361.1026,446.3389,378.2987,283.2151,295.8704,278.452,738.6473,317.989,545.4807,618.3002,294.4636,485.6351,632.4962,796.8125,802.6201,736.9268,514.043,348.0552,242.7041
"ILMN_1797425",1531.55,1525.645,1275.76,1838.51,976.866,959.647,1247.78,1499.11,1100.46,1172.93,1329.96,970.002,1213.39,1583.65,1201.59,1580.92,1083.44,1708.48,1429.94,1178.7,1374.78,1446.62,1763.97,1356.76,1850.16,1252.49,1322.81,1285.04,1268.86,2063.34,1289.41,1433.93,1262.87,930.285,1634.46,1059.42,1396.18,1783.34,1651.37,1498.9,2026.42,1311.98,1170.48,140.5089,124.0947,144.4749,150.386,90.02277,143.8137,144.165,164.2784,148.9887,135.0281,129.6567,115.5534,49.57043,65.2317,158.874,54.97927,77.45381,103.4714,87.74416,66.07671,57.40442,116.3935,82.26369,80.19946,115.3211,82.72326,89.67708,49.03907,76.66614,153.8953,104.131,101.6006,152.9195
"ILMN_1802843",759.889,773.9265,782.967,869.343,780.441,762.706,820.994,814.656,723.155,851.397,862.179,853.466,717.144,846.216,849.518,906.125,785.425,1017.71,886.476,660.022,799.191,790.63,835.03,765.096,938.502,851.001,822.555,900.519,918.186,891.598,1079.24,933.54,895.765,761.849,825.861,846.543,883.727,860.279,862.179,1024.76,872.334,844.957,886.476,68.27863,68.56666,47.97739,63.07601,48.40862,61.29174,58.24403,61.38419,53.74976,67.54282,56.71646,53.68145,51.47144,62.72483,57.82504,49.05228,57.52392,71.19878,55.96828,52.78134,45.45826,66.2169,35.76777,42.43233,58.34953,50.79223,49.14396,42.37001,37.91415,58.84087,52.39882,56.25913,61.06957
"ILMN_1803376",622.284,686.936,671.973,762.177,684.391,568.087,705.876,762.235,736.279,607.293,723.932,568.219,871.468,690.39,742.682,773.471,695.192,596.338,646.726,571.181,624.645,654.758,529.361,593.904,630.859,692.208,545.836,671.965,600.351,683.104,559.435,573.018,697.129,600.5,576.29,694.02,650.349,581.536,577.467,520.503,647.612,598.913,504.125,29.57328,18.31559,23.99535,41.63047,26.88369,26.76547,7.331169,21.81479,11.90231,24.66524,17.06638,15.84757,8.521867,17.90071,23.18461,7.019466,14.37922,32.949,17.31644,10.18402,12.43476,15.56699,18.6164,18.23281,17.35947,15.6229,16.7219,15.08108,18.54418,24.74981,9.774582,10.85448,15.12233
"ILMN_1803772",627.677,570.992,622.392,546.507,509.514,698.128,568.599,598.244,591.555,568.482,616.814,745.678,569.227,619.192,510.92,514.344,593.553,626.059,589.543,652.969,628.36,681.003,627.128,619.664,650.944,753.504,707.646,777.275,977.578,648.621,840.82,633.509,743.652,737.322,701.249,710.236,891.553,537.701,849.26,779.379,581.736,847.621,573.944,95.93616,95.93018,98.62717,114.3762,76.56522,106.4665,82.20862,80.5808,76.54374,67.88596,80.13018,110.4118,98.20995,87.32899,99.20415,143.3013,118.2569,99.72487,119.5128,81.07133,97.28632,106.9508,82.17475,90.09274,106.5417,108.5357,108.1953,114.2068,73.34393,82.46157,63.90825,59.67129,86.53882
"ILMN_1804454",426.718,381.9655,436.695,417.163,425.796,374.299,398.187,405.422,414.034,418.971,390.544,395.016,389.249,483.392,403.948,412.881,410.982,295.656,304.572,359.152,377.37,363.274,512.245,390.541,384.304,432.48,390.477,416.898,379.268,390.544,326.967,395.548,413.358,430.891,307.834,415.637,495.166,428.275,430.335,373.693,379.849,440.439,337.879,4.644413,11.60586,1.144984,1.184121,6.494285,3.552508,13.2742,8.013234,8.273086,14.72468,6.246567,6.354201,2.014982,6.769444,7.082921,2.520617,5.00821,6.459402,8.844417,5.334023,-1.637007,4.186253,0.8031981,0.8128139,7.238144,6.17957,6.61701,2.721644,-2.329176,6.00532,3.015798,3.285846,11.59507
"ILMN_1805342",332.28,380.6005,294.328,323.825,373.527,307.171,283.007,288.242,302.241,343.559,275.343,339.647,361.881,246.874,430.861,358.971,373.628,344.007,303.796,339.772,363.774,358.277,272.462,331.197,259.191,317.636,310.985,322.314,353.526,253.034,354.229,346.751,346.666,370.247,271.866,309.163,288.847,306.479,229.104,300.097,322.488,288.675,266.782,5.79721,9.616252,18.18095,8.634252,9.982445,13.96422,6.469205,14.025,17.68436,48.19032,10.45383,28.10934,15.11131,6.017118,7.104932,3.600112,8.845246,23.96331,7.1942,10.27521,10.70013,6.032747,23.18415,14.86582,6.088247,25.35899,16.89588,10.94007,12.55774,13.4703,7.271367,8.741191,6.371646
"ILMN_1806032",585.829,744.193,640.488,617.828,584.769,570.138,672.284,703.466,592.031,537.076,651.655,555.656,604.821,758.844,680.628,636.179,663.747,680.946,542.959,559.634,674.994,588.529,844.957,580.128,712.636,565.848,632.28,738.804,653.914,758.028,646.582,806.246,596.133,610.497,698.773,570.138,679.189,596.338,726.577,653.914,752.944,634.258,640.488,17.4331,23.85697,43.15617,61.92417,32.11871,30.05377,24.23443,27.40181,25.39691,30.68679,24.85658,22.87107,16.90957,23.4728,31.00745,19.26253,32.07977,23.6787,13.67284,13.25955,16.20185,34.35288,13.58206,20.78861,37.84389,26.96037,15.11324,17.59589,29.43248,32.98166,20.24759,20.77945,26.00207
"ILMN_1806782",548.342,446.5845,552.385,531.675,415.543,453.075,505.418,451.7,444.237,473.463,469.507,553.064,334.571,509.829,527.547,508.467,445.753,558.43,433.601,492.834,493.991,460.876,585.592,470.46,429.669,537.448,371.457,423.212,514.453,450.859,414.859,464.1,425.631,440.145,650.594,495.529,535.205,572.23,537.076,440.352,533.835,512.289,436.103,29.82813,31.63175,21.79084,21.59346,29.25164,27.72596,30.43644,27.46559,16.10056,27.33668,15.55408,16.01705,0.7497476,11.06945,20.94576,7.667492,12.77289,27.93218,23.69827,14.40697,16.52439,28.01394,10.38288,7.665664,17.98529,15.80245,22.46416,6.864739,16.00325,18.08546,17.73231,17.22724,24.76357
"ILMN_1806908",9239.57,8878.755,12812.5,8408.06,7965.46,7642.41,8522.6,8257.78,9664.76,9344.22,6989.39,11489.2,7651.78,9280.55,8636.47,8151.52,8388.72,10223.4,11393.5,8515.21,10377.8,11915.8,10227.3,10299.9,8751.73,9429.72,9671.99,11409.6,10838.6,9350.33,11945.3,9280.55,8787.06,7859.36,7339.85,10514.1,9977.16,9759.77,8722.1,9431.67,9133.74,9823.44,10202.7,2950.894,3117.231,2926.836,2490.013,2753.58,2598.487,2548.339,2678.945,2514.14,2535.567,2639.297,2500.099,2464.227,2591.191,2850.106,2631.074,2639.092,2253.83,2857.746,2184.258,2910.549,2888.714,2511.168,3026.611,3194.003,2327.603,2889.995,2348.807,2092.355,2469.698,3202.649,3381.855,2710.834
"ILMN_1807825",2549.33,2520.985,2446.5,1934.05,1891.6,2550.5,2025.61,2641.27,2940.53,2752.71,3806.68,1150.41,4269.11,2285.76,2240.99,1223.99,3386.36,1898.71,2526.37,2723.59,2217.6,2150.76,2741.23,2291.09,2251.11,3912.69,4050.67,3192.84,3183.81,2796.16,3495.98,2698.32,3048.36,4529.06,1889.87,2913.44,3395.94,3375.93,3846.52,2888.13,1289.85,5243.88,2029.53,410.0889,678.8552,529.5474,224.5058,511.7191,408.0237,474.4127,472.5373,340.6434,357.1138,434.0625,249.9984,430.4463,610.8035,599.3399,457.4529,367.0757,461.5088,536.8176,756.0052,264.8569,608.1294,629.5396,326.5853,555.7603,495.3911,284.6166,286.6115,334.2023,423.0687,330.2136,360.7834,330.8822
"ILMN_1809191",450.615,444.911,427.127,406.287,397.575,418.704,405.587,437.512,406.373,432.286,462.548,477.362,373.38,450.976,400.504,450.806,454.689,371.289,381.356,402.306,480.858,404.194,367.792,416.656,369.269,486.762,391.256,451.033,441.187,470.875,410.451,414.716,443.115,495.166,420.907,516.223,430.91,434.285,477.624,414.2,430.816,468.517,507.164,7.22545,25.2075,15.47499,17.60564,24.02941,20.05074,17.44436,19.97165,7.643281,12.69397,10.51821,19.2015,18.9027,12.57918,18.31287,22.48522,14.5075,21.69941,18.50006,11.51708,14.58747,17.56745,6.18177,17.79863,24.03776,15.03825,10.78559,18.65541,6.386709,15.402,18.45374,13.21425,7.073486
"ILMN_1810100",1504.63,1206.605,1303.64,1317.29,1310.01,925.573,1145.48,1023.98,1276.22,1059.32,1362.1,951.48,1470.49,1308.5,1239.5,1233.59,1068.21,1275.06,1052.21,1607.73,1521.47,1154.37,1485.03,1432.61,1467.61,1563.68,1474.69,1422.1,1771.24,1317.82,1635.5,1121.55,1523.6,1531.34,986.231,1657.82,1213.39,1522.73,1364.92,1373.34,1451.59,1590.82,1310.54,181.338,172.7387,160.1895,153.7741,181.263,178.857,211.3882,176.7011,195.9843,167.6512,144.7171,121.0341,121.8085,153.7414,166.2265,137.5377,147.3895,156.4275,162.0393,172.7494,140.9983,192.8631,199.6313,152.0261,182.2987,198.1351,150.9058,98.75102,145.5747,159.4701,147.9367,159.3146,145.2159
"ILMN_1810467",4287.82,3982.675,4140.91,4140.91,4324.14,3869.27,4287.82,3915.83,4331.04,4946.34,4844.2,4537.61,4518.92,4404.83,3625.88,4830.52,4288.71,5075.15,4092.29,4211.7,3901.07,3914.43,4118.36,4313.36,5260.68,5056.16,5128.96,5175.52,5179.85,4319.55,5655.38,4497.39,4822.35,4348.6,3728.12,4844.2,4940.5,4099.37,4693.32,5529.28,4880.5,4278.91,4778.55,550.4032,550.9467,423.7143,446.8925,455.3955,552.7686,493.2398,522.8943,400.5175,585.657,411.4598,396.441,468.8496,429.3594,530.718,548.0494,419.8368,527.11,560.9028,567.8732,335.6365,560.296,329.9557,431.884,617.6743,439.7622,533.5834,366.3466,312.3985,516.2709,566.7404,460.4697,466.8719
"ILMN_1811188",991.902,1142.36,1081.5,1098.02,1033.99,1050.16,1066.83,1120.99,1154.1,1161.35,1289.47,975.89,1053.29,1092.85,1343.9,947.606,1291.62,1086.49,958.073,1230.94,986.833,984.517,746.023,1036.01,939.393,1103.71,970.818,1080.33,948.306,981.368,932.947,1176.03,1072.69,1081.11,827.437,1103.6,908.41,790.91,897.515,973.08,910.828,1092.62,958.073,88.50719,69.54441,54.52162,51.6204,39.07108,43.06153,50.54196,53.24554,45.93272,46.24864,55.39052,42.69109,32.36372,43.72721,37.59388,24.69972,33.24447,48.65384,30.72809,31.03193,37.87334,55.49508,34.52694,33.61832,51.12457,30.89457,24.53345,29.86436,27.71593,50.33509,44.99288,38.82839,48.00149
"ILMN_1812759",1960.8,2525.775,2084.09,1647.22,2237.09,1872.93,1955.62,2154.68,2305.36,2172.76,1752.94,2211.99,1590.82,1847.4,1788.97,2148.64,2835.83,2061.59,2083.86,2219.67,2168.45,1628.82,3659.54,3237.61,1870.39,2981.05,2117.38,4944.06,3397.9,1764.73,2156.53,2877.69,3478.27,2113.61,1726.29,2597.26,3559.08,1692.25,2751.45,2624.21,1590.82,2002,2606.01,62.35655,94.50836,54.40956,69.73998,58.11959,88.03154,67.16887,78.69678,56.42762,91.46697,67.39393,71.01733,306.7433,127.4681,77.45044,162.063,61.11544,76.69649,71.65069,205.0218,134.8051,76.51382,91.92719,86.34438,89.63006,65.29031,76.61781,193.5108,129.9588,48.21494,114.9629,53.50232,28.73862
"ILMN_1814165",449.982,648.218,712.636,605.495,477.521,662.263,573.103,632.532,585.647,592.031,633.909,510.85,481.192,648.621,517.976,741.422,659.165,524.057,430.861,535.711,559.194,580.765,578.797,560.666,665.337,539.886,514.943,561.718,732.43,783.561,573.944,632.643,584.536,580.937,530.842,568.219,639.559,740.514,877.66,729.806,710.434,505.249,763.246,67.1282,43.35519,70.41866,53.25488,64.15273,80.12556,48.25112,70.14378,81.33082,70.51627,36.20805,84.52057,53.05104,58.22036,85.43668,57.84924,64.65508,91.61164,57.48479,36.86134,86.28089,59.75877,95.57166,63.0123,57.42925,98.47168,82.20931,117.3012,99.50867,107.3667,53.69426,39.77652,58.92683
"ILMN_1814737",819.599,1000.5605,897.972,855.098,845.44,904.799,841.093,1070.11,1017.95,924.051,1048.96,993.63,756.508,884.001,981.368,809.195,1003.94,706.077,951.971,848.13,969.953,893.293,1078.29,798.894,912.206,1213.95,809.666,955.788,918.765,780.441,869.06,995.072,1078.24,867.879,969.836,1028.02,984.867,994.567,1133.14,969.428,950.675,982.26,883.727,45.95005,33.59506,36.68007,41.07651,44.39516,40.66276,39.03895,46.42852,33.81014,48.67642,43.26603,40.94419,49.96241,41.28511,41.02162,38.39988,30.31529,33.16238,39.8444,36.32898,42.89797,50.48627,30.27965,37.23388,40.10459,34.77063,43.13425,41.1234,40.92831,36.82281,42.98764,34.29959,47.40524
"ILMN_1815039",1930.02,1907.235,1679.73,1989.24,1627.16,1815.1,1846.48,1830.84,1715.89,2070.32,1914.5,2094.14,1653.74,1787.11,1620.49,2042.68,1643.74,2268,2117.38,1586.58,2147.86,1751.6,1643.94,2111.9,2311.85,1635.05,2354.11,2300.24,2287.59,2130.3,2145.64,2248.68,2021.37,2067.54,2392.3,2042.68,2579.35,2211.22,1955.62,2815.2,2397.21,1820.66,2240.99,206.9435,241.8589,276.1563,263.3962,184.2116,196.7009,177.1467,224.9512,269.7824,199.2658,256.1171,213.2684,188.4998,231.6372,240.1976,202.4724,188.5571,213.4749,216.8975,253.9084,180.1367,263.2779,171.3554,203.9108,252.9886,180.6192,199.9751,171.5634,159.8429,223.4848,208.2965,206.2185,226.1008
"ILMN_1815666",707.774,650.168,722.547,752.774,705.876,743.303,737.949,687.439,632.048,842.744,1005.68,849.518,961.899,764.506,821.51,805.84,848.503,1062.54,786.831,695.001,697.591,602.134,790.477,693.699,752.438,650.952,784.393,833.899,810.463,730.852,877.667,831.668,904.882,697.129,599.841,770.7,737.322,697.035,835.566,724.394,688.395,712.943,737.479,37.83036,31.8784,36.5589,32.57308,29.07599,57.20221,38.47255,42.86668,25.1676,39.05571,44.37848,65.8398,45.49767,50.45319,49.17435,68.16886,32.89867,61.82064,41.66359,70.86324,42.00058,53.69615,38.6376,41.10471,39.01228,36.5885,48.11193,35.9503,41.18138,39.61395,63.41711,29.71118,39.38819
"ILMN_1821876",302.233,305.345,360.796,331.695,386.077,321.263,352.251,355.174,313.017,355.895,350.921,337.49,340.159,309.145,296.522,348.474,288.474,338.375,319.367,340.839,334.756,350.143,397.543,336.693,370.642,335.015,389.988,303.165,425.597,401.235,376.41,378.063,416.898,332.555,334.325,332.321,290.508,450.729,420.389,328.79,400.177,377.058,424.321,11.22725,7.453051,6.47249,17.65496,9.825693,7.413102,11.14287,1.383962,12.2563,2.707938,13.06806,17.14701,9.527994,7.347486,13.26837,7.236969,12.17074,13.58086,6.931984,1.99504,22.41371,2.47689,12.34528,14.69728,9.246565,12.477,12.08858,7.849888,16.33995,3.184713,15.56441,15.5915,11.94362
"ILMN_1869354",552.935,499.1965,437.648,523.678,423.704,446.011,414.978,473.513,415.963,505.488,501.034,514.918,418.267,496.777,427.62,593.88,415.083,448.465,411.534,419.807,472.4,481.839,570.265,454.648,529.361,450.561,474.151,567.338,436.462,482.591,508.052,442.432,489.43,470.675,554.245,493.316,476.066,609.442,524.51,486.696,548.717,457.922,551.669,10.02155,11.86767,14.3326,21.65525,8.754292,17.83672,12.30367,10.48863,18.80812,10.97431,15.78723,22.67256,13.59989,13.59767,22.63707,9.30778,9.679362,12.78652,9.735097,15.78955,14.83507,8.649679,9.046141,12.06257,15.11753,12.81557,11.39978,11.47963,11.29403,13.4285,11.76443,9.952388,16.29998
"ILMN_1870658",493.442,619.2045,419.679,533.247,290.67,380.086,509.883,382.26,422.487,365.086,463.133,426.762,387.996,435.067,401.662,407.165,513.457,668.879,484.986,389.484,365.573,427.927,406.345,450.976,534.923,506.278,503.997,505.864,377.197,418.457,492.51,486.762,291.493,496.05,466.772,378.351,459.894,315.177,484.162,352.782,498.793,513.423,401.861,60.77528,115.9125,89.18822,83.20293,109.7761,114.1512,28.11813,86.92348,66.09554,77.62405,89.92425,51.63316,87.93909,85.06118,78.06988,85.13921,77.49403,81.5107,94.71332,91.25373,110.5605,90.42579,36.95618,84.992,89.86275,46.41086,84.8232,71.73753,56.72689,104.2522,74.30374,82.3917,75.13203
"ILMN_1871457",693.864,673.2105,497.057,626.156,574.661,607.293,519.38,607.585,585.264,479.987,603.485,602.313,563.246,655.772,534.929,498.335,553.942,565.605,664.875,581.538,672.654,645.798,724.394,628.36,765.904,570.084,788.72,670.359,635.694,719.096,589.822,561.718,582.53,588.991,699.032,696.047,648.337,650.665,674.682,644.765,867.171,656.248,709.301,69.58125,76.64879,82.47332,74.77602,61.76374,83.61631,91.89143,69.66663,76.26067,84.4192,71.87777,66.22539,58.1241,75.00362,65.36732,69.9669,69.6534,53.91212,62.17534,94.679,44.10156,66.59938,57.63645,53.0946,89.90257,60.70038,61.66681,66.40443,67.07806,85.52702,53.36198,82.09708,78.23619
"ILMN_1906110",489.875,519.7185,520.707,453.728,507.088,432.286,495.252,466.772,372.122,435.66,430.257,420.056,424.455,459.641,436.897,445.688,428.364,442.36,404.326,412.841,479.726,411.528,404.34,349.988,428.487,443.569,415.637,449.018,362.87,431.263,405.612,438.345,455.915,350.96,409.933,403.46,410.738,563.601,329.865,292.342,508.052,428.943,470.482,52.14989,71.60982,67.42811,79.6928,34.45031,71.27051,65.76869,67.10587,43.69257,48.84445,51.36759,65.44981,35.55817,46.72062,51.39185,32.56466,44.98414,58.09692,43.91516,32.6845,42.33852,59.3883,37.01788,44.66119,68.42494,47.78652,66.37453,19.71172,36.07268,64.13634,31.97921,54.82956,48.36975
"ILMN_2043615",2077.45,1863.775,1905.97,2384.36,1889.22,2230.7,1792.35,2088.46,1846.48,1766.72,1769.65,2906.97,1887.09,2167.46,1389.01,2171.31,1649.45,2013.89,2665.9,1625.83,2759.04,2121.09,2336.8,2283.31,3092.73,1915.68,2671.5,2383.16,2610.02,2291.17,2180.95,2442.33,2140.53,1983.06,3555.47,2090.92,2506,2324.1,2251.11,3048.36,3069.6,2471.59,2571.73,514.916,493.7083,518.9232,549.0301,422.0757,351.0679,506.1957,536.4031,453.6786,523.7059,485.0925,351.2068,379.8738,393.737,457.5616,336.8081,390.4368,371.0218,529.1,551.7508,384.4542,550.823,322.023,345.7945,619.6998,483.1743,404.247,299.1569,260.1194,521.2355,363.8521,391.5925,541.2057
"ILMN_2043809",351.979,278.673,347.659,330.133,316.094,325.175,309.861,382.178,403.06,334.253,424.522,431.263,401.883,355.623,336.425,329.855,303.239,337.242,344.447,334.771,428.576,367.469,302.218,425.035,414.712,409.41,430.751,407.433,312.276,383.292,395.016,395.736,337.984,389.988,489.369,339.489,362.179,359.513,273.755,448.031,403.501,357.666,279.927,13.14088,6.504593,20.29638,15.17152,13.04477,8.084024,17.62698,11.77594,10.10118,20.25261,10.84307,13.20379,5.458137,5.987943,10.93829,9.119823,9.847797,8.501835,10.14128,19.03966,2.468181,4.647902,4.737527,12.20866,14.5673,16.06293,7.43982,10.3192,5.725162,9.946321,6.442112,9.780066,6.209027
"ILMN_2047354",415.904,419.1685,431.224,423.653,392.993,398.862,494.025,392.684,483.804,400.645,479.396,397.342,308.25,472.435,415.543,509.22,422.319,337.785,407.342,386.298,445.261,466.765,502.805,422.751,428.61,442.745,411.79,506.339,430.335,440.145,421.439,438.176,504.327,411.686,536.845,372.942,474.988,409.087,547.028,401.723,515.051,420.255,449.091,23.23259,12.61313,24.98228,31.5419,22.70988,25.04541,14.77199,32.11934,22.92596,25.47478,34.44228,13.81877,21.80399,43.22044,33.34976,27.95505,36.98618,34.27784,36.48492,22.916,15.63664,45.75491,21.8483,24.46821,37.39698,31.32536,19.2334,29.39755,33.12915,31.54796,26.4171,30.62639,39.40436
"ILMN_2047599",2507.13,2347.47,2664.83,2548.62,2359.12,1860.37,3109.19,2683.66,2565.22,1887.34,2283.31,2481.68,2404.26,2351.99,2729.59,2097.63,2190.55,2377.07,2652.59,2423.3,2912.11,2124.01,2156.53,2569.01,2954.8,2493.85,2388.65,2571.73,2712.37,2945.83,1859.35,2625.15,2731.89,2406.51,2592.07,2745.64,2658.25,2999.86,2539.7,2945.83,3440.52,1891.6,2768.61,410.8858,355.369,288.6018,366.2515,258.6139,387.2751,312.7301,361.5258,280.7305,380.3335,297.4043,348.38,176.7444,252.2004,396.6797,239.3806,295.5159,404.7056,248.5394,209.2495,230.7542,340.5509,213.509,281.9688,283.7838,240.3698,310.5402,161.763,204.5826,275.0397,289.3979,237.567,363.8578
"ILMN_2057826",827.225,893.0715,699.162,994.993,905.787,919.674,1019.42,750.145,786.597,685.34,565.188,662.6,743.303,919.416,955.429,793.307,736.364,657.964,752.944,843.231,653.362,773.657,501.452,717.138,545.842,590.067,495.529,552.004,379.7,523.672,379.317,494.609,592.727,911.591,625.517,748.715,452.92,624.136,410.451,398.187,569.864,614.364,530.221,20.35731,17.91041,38.36374,41.77468,26.35889,23.49669,17.17518,20.58361,28.7033,32.31464,35.63811,20.95709,22.5017,50.01542,45.15575,41.3448,31.55956,32.59145,43.61164,24.77027,37.26647,36.02811,21.50988,38.81416,40.32362,35.79178,32.21749,19.92522,47.436,47.37444,43.81738,43.87484,39.40788
"ILMN_2062714",528.384,620.559,807.556,691.829,412.587,970.818,584.009,538.366,606.478,623.39,631.013,680.342,427.517,541.071,455.982,851.554,763.726,401.251,555.954,500.847,946.741,1100.72,880.783,774.692,814.231,819.946,545.199,604.229,676.041,851.974,591.224,685.148,513.98,751.751,697.454,504.018,1122.63,1711.18,477.362,930.7,928.186,513.24,900.934,94.37791,112.603,92.85938,92.29729,38.02315,98.23679,85.62064,84.18765,36.03555,111.2997,61.79283,104.0852,63.3614,62.64636,89.04915,17.33242,56.99355,111.7862,70.50815,36.61281,41.46311,116.1774,29.25466,82.85015,119.4446,48.66297,114.769,7.162328,38.42295,85.94043,27.91595,24.42797,49.77993
"ILMN_2077130",60083.3,55217,57306.2,59968.4,50420.5,54577.5,53668.7,57533.6,48300.4,60525.5,60877.3,57399.9,54564.5,49814.2,49089.4,52498.5,49512.2,57399.9,62651.1,52947.7,58781.9,60083.3,61594.2,46969.8,50420.5,58072.2,47649,57399.9,52498.5,50420.5,53668.7,57475.1,59101.3,51087.5,65974.6,60386.9,55929.5,59160.2,56412.4,57226,53190.2,58072.2,55226.7,18266.93,19960.4,22989.09,22355.91,15949.65,18352.33,22790.07,19804.82,18479.58,15077.09,23650.47,20222.01,18035.57,17558.06,19092.82,15651.4,21905.18,19324.27,18888.53,18413.22,18644.55,19028.11,20793.28,20542.36,19695.91,19378.55,16598.97,18405.21,21827.51,17710.67,17805.21,18287.27,20452.16
"ILMN_2079803",6133.76,6704.145,7467.04,6484.34,5938.9,7181.13,6511.59,6653.4,6397.32,5901.73,6824.2,7877.73,5581.35,6824.2,6730.44,7237.68,6021.71,9046.49,6863.88,6017.89,7205.14,8722.1,5655.38,5547.62,5967.96,6522.26,5689.41,5525.71,5525.69,7577.46,5357.61,6836.21,5714.48,5581.23,6958.97,5931.3,4946.25,6550.48,6198.88,5155.11,7755.07,6664.79,6095.07,564.8981,647.1694,605.5361,754.2942,516.2625,543.3053,674.6291,691.2614,507.966,575.5034,605.1268,522.4272,373.3583,474.5854,682.5065,458.4926,499.1241,743.465,523.6371,447.1365,474.0713,628.4917,445.0516,543.6518,639.4803,551.1422,655.2568,362.2228,522.5075,673.0161,539.1298,565.5631,631.1859
"ILMN_2090040",431.95,478.5805,508.025,500.759,562.873,437.534,528.61,688.395,500.489,465.958,471.833,455.954,459.227,497.851,448.277,423.464,479.15,472.077,417.605,485.224,479.987,445.515,486.075,542.511,524.984,459.738,528.826,523.372,435.067,570.138,444.157,487.114,526.359,523.678,518.64,456.182,548.816,447.851,533.599,534.238,551.908,474.723,405.255,20.87114,28.95385,31.96069,26.70254,28.1421,22.1195,22.97495,29.35972,19.96069,22.96714,23.41844,18.23176,9.918669,13.16956,20.04029,20.69924,13.10139,21.43752,22.8636,17.27436,27.16546,22.2614,38.55774,14.662,31.93846,17.676,17.82287,11.04133,20.60378,24.96102,22.86803,15.02032,37.22477
"ILMN_2090802",507.441,356.6215,418.971,410.581,257.52,413.407,401.72,431.835,305.527,411.79,378.669,616.625,277.636,385.013,309.769,427.66,373.613,438.685,463.285,387.996,570.138,546.225,436.103,749.532,449.096,411.88,435.473,479.396,418.457,368.849,472.4,428.876,270.323,502.193,988.217,494.889,833.83,523.028,414.98,598.77,487.436,530.857,480.609,111.3911,131.6537,140.4545,137.7233,126.6333,83.62516,120.2225,123.4681,115.5253,103.8447,119.2752,87.24517,116.9883,109.5317,116.2015,78.00355,87.99831,97.09174,118.3161,106.0408,96.30015,78.90467,80.04623,131.2984,103.8328,76.88067,111.2411,68.68849,61.65841,118.3484,116.542,84.19852,94.54743
"ILMN_2093674",3747.87,4370.38,3936.35,4271.73,4372.44,2966.81,4595.59,3386.36,4465.92,3995.34,4043.93,2951.1,4490.72,4652.02,4484.32,4221.7,3890.93,2620.85,3574.79,3980.29,3794.7,4351.61,3380.7,3213.79,3251.46,3915.45,3206.34,3901.07,2930.54,3399.49,3237.61,3474.2,4278.91,4331.04,3148.72,3889.17,2718.62,4085.3,2612.41,2832.22,3155.97,3482.62,4269.16,396.1878,453.7933,378.6438,422.0216,321.0459,447.3183,369.7485,435.9749,366.9941,424.184,404.9192,331.6676,352.1206,241.7149,504.0063,436.2904,354.3699,370.4842,340.8571,402.3227,365.6604,410.8842,313.8768,448.6337,374.8764,409.2309,340.9728,453.5943,344.0579,354.7357,480.0994,397.2593,343.178
